survey_id,response_id,question_id,question_text,value_json,source_version
survey-demo,B0626,q_wait,Tempo de espera,48,1
survey-demo,B0627,q_wait,Tempo de espera,73,1
survey-demo,B0629,q_wait,Tempo de espera,63,1
survey-demo,B0630,q_wait,Tempo de espera,66,1
survey-demo,B0631,q_wait,Tempo de espera,0,1
survey-demo,B0632,q_wait,Tempo de espera,52,2
survey-demo,B0634,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0634,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0634,q_wait,Tempo de espera,2,1
survey-demo,B0636,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0636,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0636,q_wait,Tempo de espera,81,1
survey-demo,B0637,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0637,q_wait,Tempo de espera,17,1
survey-demo,B0638,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0638,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0638,q_wait,Tempo de espera,32,1
survey-demo,B0640,q_wait,Tempo de espera,86,2
survey-demo,B0641,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0641,q_wait,Tempo de espera,67,1
survey-demo,B0643,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0643,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0643,q_wait,Tempo de espera,20,1
survey-demo,B0645,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0645,q_wait,Tempo de espera,26,1
survey-demo,B0646,q_wait,Tempo de espera,74,1
survey-demo,B0647,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0647,q_wait,Tempo de espera,76,1
survey-demo,B0648,q_wait,Tempo de espera,47,2
survey-demo,B0650,q_wait,Tempo de espera,9,1
survey-demo,B0651,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0651,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0651,q_wait,Tempo de espera,63,1
survey-demo,B0652,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0652,q_wait,Tempo de espera,14,1
survey-demo,B0654,q_wait,Tempo de espera,42,1
survey-demo,B0656,q_wait,Tempo de espera,84,2
survey-demo,B0657,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0657,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0657,q_wait,Tempo de espera,66,1
survey-demo,B0659,q_wait,Tempo de espera,79,1
survey-demo,B0660,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0660,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0660,q_wait,Tempo de espera,73,1
survey-demo,B0661,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0661,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0661,q_wait,Tempo de espera,19,1
survey-demo,B0662,q_wait,Tempo de espera,62,1
survey-demo,B0663,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0663,q_wait,Tempo de espera,72,1
survey-demo,B0664,q_wait,Tempo de espera,33,2
survey-demo,B0665,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0665,q_wait,Tempo de espera,25,1
survey-demo,B0666,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0666,q_wait,Tempo de espera,17,1
survey-demo,B0667,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0667,q_wait,Tempo de espera,45,1
survey-demo,B0668,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0668,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0668,q_wait,Tempo de espera,44,1
survey-demo,B0670,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0670,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0670,q_wait,Tempo de espera,85,1
survey-demo,B0671,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0671,q_wait,Tempo de espera,25,1
survey-demo,B0672,q_wait,Tempo de espera,40,2
survey-demo,B0673,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0673,q_wait,Tempo de espera,33,1
survey-demo,B0674,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0674,q_wait,Tempo de espera,79,1
survey-demo,B0675,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0675,q_wait,Tempo de espera,53,1
survey-demo,B0676,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0676,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0676,q_wait,Tempo de espera,53,1
survey-demo,B0677,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0677,q_wait,Tempo de espera,83,1
survey-demo,B0679,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0679,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0679,q_wait,Tempo de espera,72,1
survey-demo,B0680,q_wait,Tempo de espera,21,2
survey-demo,B0682,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0682,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0682,q_wait,Tempo de espera,41,1
survey-demo,B0683,q_wait,Tempo de espera,45,1
survey-demo,B0684,q_wait,Tempo de espera,46,1
survey-demo,B0685,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0685,q_wait,Tempo de espera,50,1
survey-demo,B0687,q_wait,Tempo de espera,18,1
survey-demo,B0688,q_wait,Tempo de espera,56,2
survey-demo,B0689,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0689,q_wait,Tempo de espera,55,1
survey-demo,B0690,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0690,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0690,q_wait,Tempo de espera,76,1
survey-demo,B0691,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0691,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0691,q_wait,Tempo de espera,62,1
survey-demo,B0692,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0692,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0692,q_wait,Tempo de espera,69,1
survey-demo,B0693,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0693,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0693,q_wait,Tempo de espera,84,1
survey-demo,B0694,q_wait,Tempo de espera,19,1
survey-demo,B0695,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0695,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0695,q_wait,Tempo de espera,41,1
survey-demo,B0696,q_wait,Tempo de espera,34,2
survey-demo,B0697,q_wait,Tempo de espera,75,1
survey-demo,B0698,q_wait,Tempo de espera,33,1
survey-demo,B0699,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0699,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0699,q_wait,Tempo de espera,87,1
survey-demo,B0701,q_wait,Tempo de espera,26,1
survey-demo,B0703,q_wait,Tempo de espera,22,1
survey-demo,B0704,q_wait,Tempo de espera,58,2
survey-demo,B0705,q_wait,Tempo de espera,32,1
survey-demo,B0706,q_wait,Tempo de espera,86,1
survey-demo,B0707,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0707,q_wait,Tempo de espera,14,1
survey-demo,B0708,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0708,q_wait,Tempo de espera,1,1
survey-demo,B0709,q_wait,Tempo de espera,32,1
survey-demo,B0710,q_wait,Tempo de espera,90,1
survey-demo,B0711,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0711,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0711,q_wait,Tempo de espera,24,1
survey-demo,B0712,q_wait,Tempo de espera,60,2
survey-demo,B0713,q_wait,Tempo de espera,14,1
survey-demo,B0715,q_wait,Tempo de espera,66,1
survey-demo,B0716,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0716,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0716,q_wait,Tempo de espera,44,1
survey-demo,B0717,q_wait,Tempo de espera,50,1
survey-demo,B0718,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0718,q_wait,Tempo de espera,35,1
survey-demo,B0719,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0719,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0719,q_wait,Tempo de espera,49,1
survey-demo,B0720,q_wait,Tempo de espera,22,2
survey-demo,B0722,q_wait,Tempo de espera,73,1
survey-demo,B0724,q_wait,Tempo de espera,9,1
survey-demo,B0725,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0725,q_wait,Tempo de espera,17,1
survey-demo,B0727,q_wait,Tempo de espera,35,1
survey-demo,B0728,q_wait,Tempo de espera,51,2
survey-demo,B0729,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0729,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0729,q_wait,Tempo de espera,68,1
survey-demo,B0730,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0730,q_wait,Tempo de espera,77,1
survey-demo,B0731,q_wait,Tempo de espera,71,1
survey-demo,B0732,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0732,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0732,q_wait,Tempo de espera,77,1
survey-demo,B0734,q_wait,Tempo de espera,43,1
survey-demo,B0736,q_wait,Tempo de espera,77,2
survey-demo,B0737,q_wait,Tempo de espera,86,1
survey-demo,B0738,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0738,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0738,q_wait,Tempo de espera,0,1
survey-demo,B0739,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0739,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0739,q_wait,Tempo de espera,89,1
survey-demo,B0740,q_wait,Tempo de espera,59,1
survey-demo,B0741,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0741,q_wait,Tempo de espera,19,1
survey-demo,B0742,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0742,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0742,q_wait,Tempo de espera,64,1
survey-demo,B0743,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0743,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0743,q_wait,Tempo de espera,41,1
survey-demo,B0744,q_wait,Tempo de espera,38,2
survey-demo,B0745,q_wait,Tempo de espera,71,1
survey-demo,B0746,q_wait,Tempo de espera,63,1
survey-demo,B0747,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0747,q_wait,Tempo de espera,15,1
survey-demo,B0748,q_wait,Tempo de espera,9,1
survey-demo,B0749,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0749,q_wait,Tempo de espera,84,1
survey-demo,B0751,q_wait,Tempo de espera,5,1
survey-demo,B0752,q_wait,Tempo de espera,43,2
survey-demo,B0754,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0754,q_wait,Tempo de espera,51,1
survey-demo,B0755,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0755,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0755,q_wait,Tempo de espera,11,1
survey-demo,B0756,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0756,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0756,q_wait,Tempo de espera,31,1
survey-demo,B0757,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0757,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0757,q_wait,Tempo de espera,35,1
survey-demo,B0758,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0758,q_wait,Tempo de espera,67,1
survey-demo,B0759,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0759,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0759,q_wait,Tempo de espera,76,1
survey-demo,B0760,q_wait,Tempo de espera,53,2
survey-demo,B0763,q_wait,Tempo de espera,20,1
survey-demo,B0764,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0764,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0764,q_wait,Tempo de espera,66,1
survey-demo,B0765,q_wait,Tempo de espera,16,1
survey-demo,B0766,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0766,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0766,q_wait,Tempo de espera,72,1
survey-demo,B0767,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0767,q_wait,Tempo de espera,80,1
survey-demo,B0768,q_wait,Tempo de espera,21,2
survey-demo,B0769,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0769,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0769,q_wait,Tempo de espera,9,1
survey-demo,B0770,q_wait,Tempo de espera,5,1
survey-demo,B0771,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0771,q_wait,Tempo de espera,89,1
survey-demo,B0772,q_wait,Tempo de espera,34,1
survey-demo,B0773,q_wait,Tempo de espera,62,1
survey-demo,B0774,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0774,q_wait,Tempo de espera,81,1
survey-demo,B0775,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0775,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0775,q_wait,Tempo de espera,49,1
survey-demo,B0776,q_wait,Tempo de espera,15,2
survey-demo,B0778,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0778,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0778,q_wait,Tempo de espera,0,1
survey-demo,B0779,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0779,q_wait,Tempo de espera,75,1
survey-demo,B0780,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0780,q_wait,Tempo de espera,26,1
survey-demo,B0781,q_wait,Tempo de espera,13,1
survey-demo,B0782,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0782,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0782,q_wait,Tempo de espera,63,1
survey-demo,B0783,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0783,q_wait,Tempo de espera,36,1
survey-demo,B0784,q_wait,Tempo de espera,24,2
survey-demo,B0785,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0785,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0785,q_wait,Tempo de espera,52,1
survey-demo,B0786,q_wait,Tempo de espera,38,1
survey-demo,B0787,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0787,q_wait,Tempo de espera,81,1
survey-demo,B0788,q_wait,Tempo de espera,62,1
survey-demo,B0789,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0789,q_wait,Tempo de espera,53,1
survey-demo,B0790,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0790,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0790,q_wait,Tempo de espera,58,1
survey-demo,B0791,q_wait,Tempo de espera,50,1
survey-demo,B0792,q_wait,Tempo de espera,12,2
survey-demo,B0793,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0793,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0793,q_wait,Tempo de espera,66,1
survey-demo,B0795,q_wait,Tempo de espera,78,1
survey-demo,B0797,q_wait,Tempo de espera,13,1
survey-demo,B0798,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0798,q_wait,Tempo de espera,66,1
survey-demo,B0799,q_wait,Tempo de espera,31,1
survey-demo,B0800,q_wait,Tempo de espera,85,2
survey-demo,B0801,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0801,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0801,q_wait,Tempo de espera,57,1
survey-demo,B0803,q_wait,Tempo de espera,73,1
survey-demo,B0805,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0805,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0805,q_wait,Tempo de espera,30,1
survey-demo,B0806,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0806,q_wait,Tempo de espera,78,1
survey-demo,B0807,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0807,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0807,q_wait,Tempo de espera,66,1
survey-demo,B0808,q_wait,Tempo de espera,38,2
survey-demo,B0809,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0809,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0809,q_wait,Tempo de espera,49,1
survey-demo,B0810,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0810,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0810,q_wait,Tempo de espera,23,1
survey-demo,B0811,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0811,q_wait,Tempo de espera,57,1
survey-demo,B0812,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0812,q_wait,Tempo de espera,4,1
survey-demo,B0814,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0814,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0814,q_wait,Tempo de espera,89,1
survey-demo,B0815,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0815,q_wait,Tempo de espera,16,1
survey-demo,B0816,q_wait,Tempo de espera,48,2
survey-demo,B0819,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0819,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0819,q_wait,Tempo de espera,84,1
survey-demo,B0820,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0820,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0820,q_wait,Tempo de espera,76,1
survey-demo,B0821,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0821,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0821,q_wait,Tempo de espera,49,1
survey-demo,B0822,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0822,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0822,q_wait,Tempo de espera,6,1
survey-demo,B0823,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0823,q_wait,Tempo de espera,62,1
survey-demo,B0824,q_wait,Tempo de espera,36,2
survey-demo,B0825,q_wait,Tempo de espera,54,1
survey-demo,B0826,q_wait,Tempo de espera,22,1
survey-demo,B0827,q_wait,Tempo de espera,25,1
survey-demo,B0828,q_wait,Tempo de espera,22,1
survey-demo,B0829,q_wait,Tempo de espera,0,1
survey-demo,B0830,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0830,q_wait,Tempo de espera,33,1
survey-demo,B0831,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0831,q_wait,Tempo de espera,47,1
survey-demo,B0832,q_wait,Tempo de espera,6,2
survey-demo,B0833,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0833,q_wait,Tempo de espera,89,1
survey-demo,B0834,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0834,q_wait,Tempo de espera,13,1
survey-demo,B0835,q_wait,Tempo de espera,64,1
survey-demo,B0836,q_wait,Tempo de espera,1,1
survey-demo,B0837,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0837,q_wait,Tempo de espera,8,1
survey-demo,B0838,q_wait,Tempo de espera,35,1
survey-demo,B0840,q_wait,Tempo de espera,68,2
survey-demo,B0841,q_wait,Tempo de espera,5,1
survey-demo,B0843,q_wait,Tempo de espera,44,1
survey-demo,B0844,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0844,q_wait,Tempo de espera,18,1
survey-demo,B0845,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0845,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0845,q_wait,Tempo de espera,9,1
survey-demo,B0846,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0846,q_wait,Tempo de espera,68,1
survey-demo,B0848,q_wait,Tempo de espera,44,2
survey-demo,B0849,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0849,q_wait,Tempo de espera,84,1
survey-demo,B0850,q_wait,Tempo de espera,80,1
survey-demo,B0851,q_wait,Tempo de espera,11,1
survey-demo,B0853,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0853,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0853,q_wait,Tempo de espera,81,1
survey-demo,B0855,q_wait,Tempo de espera,81,1
survey-demo,B0856,q_wait,Tempo de espera,4,2
survey-demo,B0857,q_wait,Tempo de espera,61,1
survey-demo,B0858,q_wait,Tempo de espera,36,1
survey-demo,B0859,q_wait,Tempo de espera,30,1
survey-demo,B0860,q_wait,Tempo de espera,38,1
survey-demo,B0862,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0862,q_wait,Tempo de espera,73,1
survey-demo,B0864,q_wait,Tempo de espera,2,2
survey-demo,B0865,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0865,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0865,q_wait,Tempo de espera,63,1
survey-demo,B0867,q_wait,Tempo de espera,58,1
survey-demo,B0868,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0868,q_wait,Tempo de espera,26,1
survey-demo,B0870,q_wait,Tempo de espera,65,1
survey-demo,B0872,q_wait,Tempo de espera,80,2
survey-demo,B0874,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0874,q_wait,Tempo de espera,39,1
survey-demo,B0876,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0876,q_wait,Tempo de espera,28,1
survey-demo,B0879,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0879,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0879,q_wait,Tempo de espera,10,1
survey-demo,B0880,q_wait,Tempo de espera,68,2
survey-demo,B0882,q_wait,Tempo de espera,56,1
survey-demo,B0885,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0885,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0885,q_wait,Tempo de espera,78,1
survey-demo,B0888,q_wait,Tempo de espera,0,2
survey-demo,B0889,q_wait,Tempo de espera,81,1
survey-demo,B0890,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0890,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0890,q_wait,Tempo de espera,80,1
survey-demo,B0891,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0891,q_wait,Tempo de espera,53,1
survey-demo,B0892,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0892,q_wait,Tempo de espera,77,1
survey-demo,B0893,q_wait,Tempo de espera,66,1
survey-demo,B0895,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0895,q_wait,Tempo de espera,12,1
survey-demo,B0896,q_wait,Tempo de espera,18,2
survey-demo,B0897,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0897,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0897,q_wait,Tempo de espera,79,1
survey-demo,B0899,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0899,q_wait,Tempo de espera,34,1
survey-demo,B0900,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0900,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0900,q_wait,Tempo de espera,62,1
survey-demo,B0901,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0901,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0901,q_wait,Tempo de espera,73,1
survey-demo,B0903,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0903,q_wait,Tempo de espera,87,1
survey-demo,B0904,q_wait,Tempo de espera,54,2
survey-demo,B0905,q_wait,Tempo de espera,41,1
survey-demo,B0906,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0906,q_wait,Tempo de espera,20,1
survey-demo,B0908,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0908,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0908,q_wait,Tempo de espera,63,1
survey-demo,B0909,q_wait,Tempo de espera,32,1
survey-demo,B0910,q_wait,Tempo de espera,0,1
survey-demo,B0911,q_wait,Tempo de espera,67,1
survey-demo,B0912,q_wait,Tempo de espera,40,2
survey-demo,B0913,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0913,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0913,q_wait,Tempo de espera,20,1
survey-demo,B0914,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0914,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0914,q_wait,Tempo de espera,42,1
survey-demo,B0916,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0916,q_wait,Tempo de espera,70,1
survey-demo,B0917,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0917,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0917,q_wait,Tempo de espera,0,1
survey-demo,B0919,q_wait,Tempo de espera,13,1
survey-demo,B0920,q_wait,Tempo de espera,88,2
survey-demo,B0921,q_wait,Tempo de espera,88,1
survey-demo,B0923,q_wait,Tempo de espera,54,1
survey-demo,B0925,q_wait,Tempo de espera,63,1
survey-demo,B0926,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0926,q_wait,Tempo de espera,49,1
survey-demo,B0927,q_wait,Tempo de espera,58,1
survey-demo,B0928,q_wait,Tempo de espera,25,2
survey-demo,B0929,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0929,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0929,q_wait,Tempo de espera,73,1
survey-demo,B0930,q_wait,Tempo de espera,63,1
survey-demo,B0933,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0933,q_wait,Tempo de espera,45,1
survey-demo,B0934,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0934,q_wait,Tempo de espera,61,1
survey-demo,B0936,q_wait,Tempo de espera,71,2
survey-demo,B0937,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0937,q_wait,Tempo de espera,34,1
survey-demo,B0942,q_wait,Tempo de espera,74,1
survey-demo,B0944,q_wait,Tempo de espera,75,2
survey-demo,B0945,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0945,q_wait,Tempo de espera,76,1
survey-demo,B0946,q_wait,Tempo de espera,53,1
survey-demo,B0947,q_wait,Tempo de espera,22,1
survey-demo,B0949,q_wait,Tempo de espera,66,1
survey-demo,B0951,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0951,q_wait,Tempo de espera,89,1
survey-demo,B0952,q_wait,Tempo de espera,37,2
survey-demo,B0955,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0955,q_wait,Tempo de espera,8,1
survey-demo,B0957,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0957,q_wait,Tempo de espera,69,1
survey-demo,B0959,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0959,q_wait,Tempo de espera,87,1
survey-demo,B0960,q_wait,Tempo de espera,63,2
