response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R002267,C001621,service,2025-05-24T12:46:00Z,2025-05-24T15:36:00Z,1,9,3,experience,The information could be clearer.
R002268,C000529,support,2025-05-24T14:17:00Z,2025-05-24T14:44:00Z,1,7,3,resolution,The information could be clearer.
R002269,C002113,service,2025-05-24T15:48:00Z,2025-05-24T16:22:00Z,1,4,5,schedule,Everything worked as expected.
R002270,C001623,service,2025-05-24T17:19:00Z,2025-05-24T18:01:00Z,1,6,4,schedule,The response was quick.
R002271,C002174,service,2025-05-24T18:50:00Z,2025-05-24T20:33:00Z,1,9,3,experience,The response was quick.
R002272,C000013,onboarding,2025-05-24T20:21:00Z,2025-05-24T23:19:00Z,1,8,4,information,The waiting time affected the experience.
R002273,C001520,service,2025-05-24T21:52:00Z,2025-05-24T22:39:00Z,1,8,4,schedule,I needed more than one contact.
R002274,C001193,service,2025-05-24T23:23:00Z,2025-05-25T00:00:00Z,1,10,3,experience,I needed more than one contact.
R002275,C001902,support,2025-05-25T00:54:00Z,2025-05-25T03:49:00Z,1,5,4,resolution,I needed more than one contact.
R002276,C000207,renewal,2025-05-25T02:25:00Z,2025-05-25T04:44:00Z,1,3,2,relationship,I needed more than one contact.
R002277,C001216,service,2025-05-25T03:56:00Z,2025-05-25T06:22:00Z,1,10,4,experience,Everything worked as expected.
R002278,C000462,support,2025-05-25T05:27:00Z,2025-06-08T06:03:00Z,2,3,3,resolution,The response was quick.
R002279,C001958,support,2025-05-25T06:58:00Z,2025-05-25T07:47:00Z,1,4,3,resolution,The information could be clearer.
R002280,C000184,support,2025-05-25T08:29:00Z,2025-05-25T09:05:00Z,1,6,3,resolution,I needed more than one contact.
R002281,C000248,service,2025-05-25T10:00:00Z,2025-05-25T12:12:00Z,1,10,4,experience,The information could be clearer.
R002282,C001258,service,2025-05-25T11:31:00Z,2025-05-25T13:19:00Z,1,7,2,schedule,The information could be clearer.
R002283,C001220,onboarding,2025-05-25T13:02:00Z,2025-05-25T15:29:00Z,1,6,2,information,The response was quick.
R002284,C001721,support,2025-05-25T14:33:00Z,2025-05-25T17:23:00Z,1,7,3,resolution,The waiting time affected the experience.
R002285,C002143,support,2025-05-25T16:04:00Z,2025-05-25T16:44:00Z,1,7,3,resolution,I needed more than one contact.
R002286,C001987,support,2025-05-25T17:35:00Z,2025-05-25T19:50:00Z,1,5,3,communication,The information could be clearer.
R002287,C002342,support,2025-05-25T19:06:00Z,2025-05-25T19:48:00Z,1,9,3,communication,The response was quick.
R002288,C000659,support,2025-05-25T20:37:00Z,2025-05-25T22:23:00Z,1,7,3,communication,The response was quick.
R002289,C000314,support,2025-05-25T22:08:00Z,2025-05-26T00:53:00Z,1,7,3,communication,The response was quick.
R002290,C001055,service,2025-05-25T23:39:00Z,2025-05-26T02:25:00Z,1,7,3,schedule,The response was quick.
R002291,C002025,onboarding,2025-05-26T01:10:00Z,2025-05-26T01:45:00Z,1,9,4,access,The waiting time affected the experience.
R002292,C002387,support,2025-05-26T02:41:00Z,2025-05-26T05:34:00Z,1,5,2,communication,I needed more than one contact.
R002293,C001382,service,2025-05-26T04:12:00Z,2025-05-26T06:36:00Z,1,7,5,schedule,The information could be clearer.
R002294,C000372,onboarding,2025-05-26T05:43:00Z,2025-05-26T06:45:00Z,1,8,5,access,The response was quick.
R002295,C001653,onboarding,2025-05-26T07:14:00Z,2025-06-09T08:07:00Z,2,5,5,information,The response was quick.
R002296,C000922,renewal,2025-05-26T08:45:00Z,2025-05-26T10:08:00Z,1,3,3,relationship,The information could be clearer.
R002297,C000837,service,2025-05-26T10:16:00Z,2025-05-26T11:09:00Z,1,9,3,schedule,Everything worked as expected.
R002298,C001983,support,2025-05-26T11:47:00Z,2025-05-26T12:06:00Z,1,4,4,communication,The information could be clearer.
R002299,C000780,service,2025-05-26T13:18:00Z,2025-05-26T13:54:00Z,1,10,4,schedule,The information could be clearer.
R002300,C002011,onboarding,2025-05-26T14:49:00Z,2025-05-26T15:04:00Z,1,7,4,access,I needed more than one contact.
R002301,C002168,service,2025-05-26T16:20:00Z,2025-05-26T18:42:00Z,1,4,4,experience,Everything worked as expected.
R002302,C002140,service,2025-05-26T17:51:00Z,2025-05-26T19:36:00Z,1,10,3,experience,The information could be clearer.
R002303,C002154,onboarding,2025-05-26T19:22:00Z,2025-05-26T21:03:00Z,1,6,4,information,The response was quick.
R002304,C001815,onboarding,2025-05-26T20:53:00Z,2025-05-26T22:43:00Z,1,8,3,information,The response was quick.
R002305,C001673,onboarding,2025-05-26T22:24:00Z,2025-05-27T00:02:00Z,1,5,3,information,The waiting time affected the experience.
R002306,C002394,service,2025-05-26T23:55:00Z,2025-05-27T00:41:00Z,1,3,4,schedule,The waiting time affected the experience.
R002307,C000246,support,2025-05-27T01:26:00Z,2025-05-27T02:39:00Z,1,6,3,communication,The response was quick.
R002308,C001528,service,2025-05-27T02:57:00Z,2025-05-27T04:06:00Z,1,10,5,experience,I needed more than one contact.
R002309,C000567,support,2025-05-27T04:28:00Z,2025-05-27T06:43:00Z,1,3,2,communication,I needed more than one contact.
R002310,C001924,renewal,2025-05-27T05:59:00Z,2025-05-27T07:09:00Z,1,5,4,relationship,The information could be clearer.
R002311,C000666,service,2025-05-27T07:30:00Z,2025-05-27T08:43:00Z,1,8,3,schedule,The waiting time affected the experience.
R002312,C001936,service,2025-05-27T09:01:00Z,2025-06-10T09:12:00Z,2,8,4,schedule,The information could be clearer.
R002313,C001408,support,2025-05-27T10:32:00Z,2025-05-27T13:32:00Z,1,9,2,communication,I needed more than one contact.
R002314,C001417,service,2025-05-27T12:03:00Z,2025-05-27T14:24:00Z,1,5,3,schedule,The waiting time affected the experience.
R002315,C000177,service,2025-05-27T13:34:00Z,2025-05-27T14:38:00Z,1,10,4,schedule,The response was quick.
R002316,C000854,service,2025-05-27T15:05:00Z,2025-05-27T17:46:00Z,1,8,4,experience,The information could be clearer.
R002317,C001633,service,2025-05-27T16:36:00Z,2025-05-27T17:10:00Z,1,7,4,schedule,I needed more than one contact.
R002318,C000289,support,2025-05-27T18:07:00Z,2025-05-27T21:07:00Z,1,8,3,resolution,Everything worked as expected.
R002319,C000785,renewal,2025-05-27T19:38:00Z,2025-05-27T21:24:00Z,1,6,5,relationship,The response was quick.
R002320,C000980,support,2025-05-27T21:09:00Z,2025-05-27T22:48:00Z,1,7,4,communication,The response was quick.
R002321,C000320,renewal,2025-05-27T22:40:00Z,2025-05-27T23:16:00Z,1,6,2,value,The response was quick.
R002322,C001381,onboarding,2025-05-28T00:11:00Z,2025-05-28T00:41:00Z,1,5,4,access,The response was quick.
R002323,C001031,renewal,2025-05-28T01:42:00Z,2025-05-28T03:56:00Z,1,6,5,value,Everything worked as expected.
R002324,C002048,onboarding,2025-05-28T03:13:00Z,2025-05-28T05:43:00Z,1,9,2,information,The information could be clearer.
R002325,C001849,onboarding,2025-05-28T04:44:00Z,2025-05-28T07:24:00Z,1,4,5,access,I needed more than one contact.
R002326,C001277,service,2025-05-28T06:15:00Z,2025-05-28T06:50:00Z,1,7,3,schedule,The waiting time affected the experience.
R002327,C000963,support,2025-05-28T07:46:00Z,2025-05-28T08:54:00Z,1,6,2,communication,The response was quick.
R002328,C001382,support,2025-05-28T09:17:00Z,2025-05-28T09:56:00Z,1,7,4,communication,The waiting time affected the experience.
R002329,C002396,service,2025-05-28T10:48:00Z,2025-06-11T11:16:00Z,2,9,4,experience,I needed more than one contact.
R002330,C000820,service,2025-05-28T12:19:00Z,2025-05-28T13:10:00Z,1,8,5,experience,Everything worked as expected.
R002331,C001570,renewal,2025-05-28T13:50:00Z,2025-05-28T14:09:00Z,1,8,3,relationship,The information could be clearer.
R002332,C000067,service,2025-05-28T15:21:00Z,2025-05-28T16:10:00Z,1,10,3,schedule,The waiting time affected the experience.
R002333,C001106,onboarding,2025-05-28T16:52:00Z,2025-05-28T17:46:00Z,1,8,4,information,The response was quick.
R002334,C000998,support,2025-05-28T18:23:00Z,2025-05-28T19:47:00Z,1,4,3,communication,The information could be clearer.
R002335,C001515,service,2025-05-28T19:54:00Z,2025-05-28T21:42:00Z,1,4,4,schedule,The response was quick.
R002336,C000924,support,2025-05-28T21:25:00Z,2025-05-28T21:58:00Z,1,9,5,resolution,Everything worked as expected.
R002337,C001952,renewal,2025-05-28T22:56:00Z,2025-05-29T00:15:00Z,1,6,3,relationship,The information could be clearer.
R002338,C001635,renewal,2025-05-29T00:27:00Z,2025-05-29T01:04:00Z,1,8,5,value,The information could be clearer.
R002339,C000783,service,2025-05-29T01:58:00Z,2025-05-29T03:34:00Z,1,10,3,experience,I needed more than one contact.
R002340,C000216,renewal,2025-05-29T03:29:00Z,2025-05-29T04:21:00Z,1,8,5,relationship,The information could be clearer.
R002341,C000742,onboarding,2025-05-29T05:00:00Z,2025-05-29T07:25:00Z,1,7,5,access,I needed more than one contact.
R002342,C001313,onboarding,2025-05-29T06:31:00Z,2025-05-29T08:50:00Z,1,4,4,information,The response was quick.
R002343,C000271,service,2025-05-29T08:02:00Z,2025-05-29T09:47:00Z,1,6,5,schedule,The waiting time affected the experience.
R002344,C000557,service,2025-05-29T09:33:00Z,2025-05-29T10:11:00Z,1,10,3,experience,I needed more than one contact.
R002345,C001358,onboarding,2025-05-29T11:04:00Z,2025-05-29T12:14:00Z,1,9,4,access,The information could be clearer.
R002346,C002005,support,2025-05-29T12:35:00Z,2025-06-12T13:20:00Z,2,4,4,resolution,The response was quick.
R002347,C000647,service,2025-05-29T14:06:00Z,2025-05-29T14:26:00Z,1,10,3,schedule,The response was quick.
R002348,C001580,onboarding,2025-05-29T15:37:00Z,2025-05-29T17:45:00Z,1,10,4,information,I needed more than one contact.
R002349,C002353,service,2025-05-29T17:08:00Z,2025-05-29T17:22:00Z,1,8,4,experience,Everything worked as expected.
R002350,C001374,service,2025-05-29T18:39:00Z,2025-05-29T20:33:00Z,1,10,3,experience,I needed more than one contact.
R002351,C002093,service,2025-05-29T20:10:00Z,2025-05-29T20:17:00Z,1,6,4,schedule,Everything worked as expected.
R002352,C002296,service,2025-05-29T21:41:00Z,2025-05-30T00:05:00Z,1,5,5,schedule,The information could be clearer.
R002353,C000331,service,2025-05-29T23:12:00Z,2025-05-29T23:32:00Z,1,10,5,schedule,The information could be clearer.
R002354,C001697,service,2025-05-30T00:43:00Z,2025-05-30T02:28:00Z,1,8,3,schedule,The response was quick.
R002355,C000110,support,2025-05-30T02:14:00Z,2025-05-30T02:38:00Z,1,3,3,communication,The information could be clearer.
R002356,C000462,support,2025-05-30T03:45:00Z,2025-05-30T04:49:00Z,1,8,3,resolution,The waiting time affected the experience.
R002357,C000405,renewal,2025-05-30T05:16:00Z,2025-05-30T08:15:00Z,1,6,5,relationship,Everything worked as expected.
R002358,C000790,renewal,2025-05-30T06:47:00Z,2025-05-30T07:20:00Z,1,6,3,value,The waiting time affected the experience.
R002359,C000697,renewal,2025-05-30T08:18:00Z,2025-05-30T08:51:00Z,1,8,4,relationship,Everything worked as expected.
R002360,C000538,support,2025-05-30T09:49:00Z,2025-05-30T12:36:00Z,1,9,1,resolution,The waiting time affected the experience.
R002361,C001104,service,2025-05-30T11:20:00Z,2025-05-30T12:45:00Z,1,9,5,experience,The information could be clearer.
R002362,C001934,support,2025-05-30T12:51:00Z,2025-05-30T14:09:00Z,1,5,4,resolution,I needed more than one contact.
R002363,C000289,service,2025-05-30T14:22:00Z,2025-06-13T14:25:00Z,2,6,5,experience,The information could be clearer.
R002364,C000020,support,2025-05-30T15:53:00Z,2025-05-30T18:34:00Z,1,9,3,resolution,The information could be clearer.
R002365,C000809,service,2025-05-30T17:24:00Z,2025-05-30T19:32:00Z,1,7,2,experience,Everything worked as expected.
R002366,C001430,renewal,2025-05-30T18:55:00Z,2025-05-30T19:24:00Z,1,8,5,relationship,The response was quick.
R002367,C001676,service,2025-05-30T20:26:00Z,2025-05-30T23:22:00Z,1,7,5,schedule,Everything worked as expected.
R002368,C002024,support,2025-05-30T21:57:00Z,2025-05-30T22:11:00Z,1,6,4,communication,The information could be clearer.
R002369,C000156,support,2025-05-30T23:28:00Z,2025-05-31T00:03:00Z,1,6,3,resolution,The response was quick.
R002370,C000442,renewal,2025-05-31T00:59:00Z,2025-05-31T02:07:00Z,1,7,2,relationship,I needed more than one contact.
R002371,C002000,support,2025-05-31T02:30:00Z,2025-05-31T04:05:00Z,1,8,2,communication,The information could be clearer.
R002372,C001032,onboarding,2025-05-31T04:01:00Z,2025-05-31T04:07:00Z,1,5,4,information,I needed more than one contact.
R002373,C000924,service,2025-05-31T05:32:00Z,2025-05-31T08:26:00Z,1,8,5,schedule,The waiting time affected the experience.
R002374,C001134,support,2025-05-31T07:03:00Z,2025-05-31T09:47:00Z,1,6,3,communication,I needed more than one contact.
R002375,C001992,renewal,2025-05-31T08:34:00Z,2025-05-31T10:13:00Z,1,5,3,relationship,I needed more than one contact.
R002376,C001203,support,2025-05-31T10:05:00Z,2025-05-31T12:30:00Z,1,7,4,resolution,The information could be clearer.
R002377,C001912,service,2025-05-31T11:36:00Z,2025-05-31T12:17:00Z,1,9,3,experience,Everything worked as expected.
R002378,C001772,service,2025-05-31T13:07:00Z,2025-05-31T13:59:00Z,1,5,5,experience,The waiting time affected the experience.
R002379,C000552,support,2025-05-31T14:38:00Z,2025-05-31T15:49:00Z,1,3,2,communication,The response was quick.
R002380,C001617,support,2025-05-31T16:09:00Z,2025-06-14T16:29:00Z,2,8,5,communication,Everything worked as expected.
R002381,C000930,support,2025-05-31T17:40:00Z,2025-05-31T18:06:00Z,1,7,3,communication,The response was quick.
R002382,C001626,onboarding,2025-05-31T19:11:00Z,2025-05-31T20:26:00Z,1,7,5,information,Everything worked as expected.
R002383,C002043,renewal,2025-05-31T20:42:00Z,2025-05-31T21:18:00Z,1,10,3,value,The information could be clearer.
R002384,C001652,onboarding,2025-05-31T22:13:00Z,2025-05-31T23:31:00Z,1,9,4,access,The information could be clearer.
R002385,C000800,onboarding,2025-05-31T23:44:00Z,2025-06-01T01:35:00Z,1,10,4,information,I needed more than one contact.
R002386,C001556,service,2025-06-01T01:15:00Z,2025-06-01T03:11:00Z,1,7,5,schedule,The response was quick.
R002387,C001529,service,2025-06-01T02:46:00Z,2025-06-01T05:13:00Z,1,7,4,experience,Everything worked as expected.
R002388,C001931,service,2025-06-01T04:17:00Z,2025-06-01T05:01:00Z,1,9,3,schedule,Everything worked as expected.
R002389,C001359,service,2025-06-01T05:48:00Z,2025-06-01T08:19:00Z,1,6,4,experience,Everything worked as expected.
R002390,C000182,onboarding,2025-06-01T07:19:00Z,2025-06-01T09:52:00Z,1,9,4,information,The response was quick.
R002391,C000609,service,2025-06-01T08:50:00Z,2025-06-01T09:03:00Z,1,5,2,experience,I needed more than one contact.
R002392,C000501,service,2025-06-01T10:21:00Z,2025-06-01T12:32:00Z,1,9,5,schedule,The information could be clearer.
R002393,C001781,service,2025-06-01T11:52:00Z,2025-06-01T13:20:00Z,1,7,4,experience,The information could be clearer.
R002394,C000904,support,2025-06-01T13:23:00Z,2025-06-01T14:55:00Z,1,7,2,resolution,The information could be clearer.
R002395,C001136,onboarding,2025-06-01T14:54:00Z,2025-06-01T16:01:00Z,1,10,4,access,The information could be clearer.
R002396,C000485,renewal,2025-06-01T16:25:00Z,2025-06-01T19:25:00Z,1,8,4,relationship,The response was quick.
R002397,C000066,support,2025-06-01T17:56:00Z,2025-06-15T18:33:00Z,2,5,3,communication,The response was quick.
R002398,C002271,support,2025-06-01T19:27:00Z,2025-06-01T22:13:00Z,1,7,3,communication,I needed more than one contact.
R002399,C001134,service,2025-06-01T20:58:00Z,2025-06-01T22:03:00Z,1,5,5,experience,The response was quick.
R002400,C002267,service,2025-06-01T22:29:00Z,2025-06-02T00:28:00Z,1,10,3,schedule,The information could be clearer.
R002401,C000785,onboarding,2025-06-02T00:00:00Z,2025-06-02T02:30:00Z,1,7,5,information,The response was quick.
R002402,C001760,renewal,2025-06-02T01:31:00Z,2025-06-02T03:58:00Z,1,6,4,value,The response was quick.
R002403,C000995,support,2025-06-02T03:02:00Z,2025-06-02T05:56:00Z,1,9,5,communication,The response was quick.
R002404,C001144,support,2025-06-02T04:33:00Z,2025-06-02T07:06:00Z,1,4,4,resolution,Everything worked as expected.
R002405,C000907,service,2025-06-02T06:04:00Z,2025-06-02T08:02:00Z,1,8,5,schedule,The waiting time affected the experience.
R002406,C002146,service,2025-06-02T07:35:00Z,2025-06-02T08:30:00Z,1,10,4,experience,The information could be clearer.
R002407,C001663,support,2025-06-02T09:06:00Z,2025-06-02T11:07:00Z,1,6,3,communication,The response was quick.
R002408,C000714,onboarding,2025-06-02T10:37:00Z,2025-06-02T12:54:00Z,1,6,4,access,Everything worked as expected.
R002409,C001063,support,2025-06-02T12:08:00Z,2025-06-02T14:09:00Z,1,9,3,resolution,I needed more than one contact.
R002410,C001017,onboarding,2025-06-02T13:39:00Z,2025-06-02T15:42:00Z,1,8,5,information,The response was quick.
R002411,C001496,renewal,2025-06-02T15:10:00Z,2025-06-02T15:26:00Z,1,7,4,value,The response was quick.
R002412,C001251,renewal,2025-06-02T16:41:00Z,2025-06-02T19:35:00Z,1,5,3,value,Everything worked as expected.
R002413,C002014,onboarding,2025-06-02T18:12:00Z,2025-06-02T20:08:00Z,1,9,3,access,I needed more than one contact.
R002414,C000448,onboarding,2025-06-02T19:43:00Z,2025-06-16T20:37:00Z,2,9,4,access,I needed more than one contact.
R002415,C002039,onboarding,2025-06-02T21:14:00Z,2025-06-02T22:46:00Z,1,8,4,access,The waiting time affected the experience.
R002416,C000933,support,2025-06-02T22:45:00Z,2025-06-03T01:43:00Z,1,7,4,communication,The response was quick.
R002417,C000546,support,2025-06-03T00:16:00Z,2025-06-03T00:38:00Z,1,6,5,communication,Everything worked as expected.
R002418,C000714,support,2025-06-03T01:47:00Z,2025-06-03T04:05:00Z,1,4,4,resolution,Everything worked as expected.
R002419,C001444,onboarding,2025-06-03T03:18:00Z,2025-06-03T03:32:00Z,1,7,4,information,The response was quick.
R002420,C002250,onboarding,2025-06-03T04:49:00Z,2025-06-03T06:27:00Z,1,5,4,information,The response was quick.
R002421,C001914,service,2025-06-03T06:20:00Z,2025-06-03T08:06:00Z,1,9,3,experience,Everything worked as expected.
R002422,C000538,service,2025-06-03T07:51:00Z,2025-06-03T08:13:00Z,1,10,4,experience,The waiting time affected the experience.
R002423,C001242,onboarding,2025-06-03T09:22:00Z,2025-06-03T11:40:00Z,1,6,5,access,I needed more than one contact.
R002424,C000664,service,2025-06-03T10:53:00Z,2025-06-03T12:05:00Z,1,7,4,experience,The waiting time affected the experience.
R002425,C001054,renewal,2025-06-03T12:24:00Z,2025-06-03T13:39:00Z,1,6,5,value,The waiting time affected the experience.
R002426,C000046,renewal,2025-06-03T13:55:00Z,2025-06-03T14:28:00Z,1,10,3,value,Everything worked as expected.
R002427,C000635,service,2025-06-03T15:26:00Z,2025-06-03T16:51:00Z,1,5,4,schedule,Everything worked as expected.
R002428,C000292,service,2025-06-03T16:57:00Z,2025-06-03T17:45:00Z,1,5,4,experience,Everything worked as expected.
R002429,C001726,support,2025-06-03T18:28:00Z,2025-06-03T21:18:00Z,1,9,3,resolution,Everything worked as expected.
R002430,C000627,support,2025-06-03T19:59:00Z,2025-06-03T22:23:00Z,1,9,3,resolution,I needed more than one contact.
R002431,C000247,service,2025-06-03T21:30:00Z,2025-06-17T21:42:00Z,2,6,4,schedule,The waiting time affected the experience.
R002432,C000414,support,2025-06-03T23:01:00Z,2025-06-03T23:43:00Z,1,4,4,communication,The information could be clearer.
R002433,C000980,support,2025-06-04T00:32:00Z,2025-06-04T01:05:00Z,1,4,2,resolution,The waiting time affected the experience.
R002434,C001886,onboarding,2025-06-04T02:03:00Z,2025-06-04T03:44:00Z,1,4,4,information,The response was quick.
R002435,C001588,service,2025-06-04T03:34:00Z,2025-06-04T05:29:00Z,1,8,3,schedule,I needed more than one contact.
R002436,C000367,support,2025-06-04T05:05:00Z,2025-06-04T07:12:00Z,1,6,3,communication,The response was quick.
R002437,C000333,service,2025-06-04T06:36:00Z,2025-06-04T07:27:00Z,1,8,3,experience,The information could be clearer.
R002438,C000521,service,2025-06-04T08:07:00Z,2025-06-04T09:29:00Z,1,9,3,experience,The information could be clearer.
R002439,C001512,renewal,2025-06-04T09:38:00Z,2025-06-04T11:07:00Z,1,7,3,value,The response was quick.
R002440,C000437,support,2025-06-04T11:09:00Z,2025-06-04T13:31:00Z,1,7,5,resolution,The response was quick.
R002441,C001668,renewal,2025-06-04T12:40:00Z,2025-06-04T14:04:00Z,1,6,3,relationship,The response was quick.
R002442,C002131,onboarding,2025-06-04T14:11:00Z,2025-06-04T15:30:00Z,1,9,5,access,Everything worked as expected.
R002443,C000852,renewal,2025-06-04T15:42:00Z,2025-06-04T15:59:00Z,1,8,3,value,I needed more than one contact.
R002444,C001118,onboarding,2025-06-04T17:13:00Z,2025-06-04T19:55:00Z,1,6,4,information,I needed more than one contact.
R002445,C000095,service,2025-06-04T18:44:00Z,2025-06-04T20:58:00Z,1,6,4,experience,Everything worked as expected.
R002446,C000638,onboarding,2025-06-04T20:15:00Z,2025-06-04T20:57:00Z,1,8,5,information,The information could be clearer.
R002447,C001032,renewal,2025-06-04T21:46:00Z,2025-06-04T23:45:00Z,1,8,4,value,The waiting time affected the experience.
R002448,C002259,onboarding,2025-06-04T23:17:00Z,2025-06-18T23:46:00Z,2,10,5,access,The information could be clearer.
R002449,C001938,onboarding,2025-06-05T00:48:00Z,2025-06-05T02:45:00Z,1,10,5,information,Everything worked as expected.
R002450,C000578,service,2025-06-05T02:19:00Z,2025-06-05T03:22:00Z,1,9,5,schedule,Everything worked as expected.
R002451,C002024,support,2025-06-05T03:50:00Z,2025-06-05T05:28:00Z,1,8,4,communication,The response was quick.
R002452,C001723,onboarding,2025-06-05T05:21:00Z,2025-06-05T08:10:00Z,1,7,4,access,The information could be clearer.
R002453,C001522,renewal,2025-06-05T06:52:00Z,2025-06-05T08:17:00Z,1,10,4,relationship,The response was quick.
R002454,C000900,service,2025-06-05T08:23:00Z,2025-06-05T10:29:00Z,1,6,3,schedule,The response was quick.
R002455,C002208,service,2025-06-05T09:54:00Z,2025-06-05T11:38:00Z,1,5,4,schedule,I needed more than one contact.
R002456,C001207,service,2025-06-05T11:25:00Z,2025-06-05T14:06:00Z,1,9,4,experience,I needed more than one contact.
R002457,C001357,service,2025-06-05T12:56:00Z,2025-06-05T13:59:00Z,1,10,3,schedule,I needed more than one contact.
R002458,C001295,support,2025-06-05T14:27:00Z,2025-06-05T15:05:00Z,1,6,3,resolution,The information could be clearer.
R002459,C000515,service,2025-06-05T15:58:00Z,2025-06-05T17:08:00Z,1,10,3,schedule,I needed more than one contact.
R002460,C000927,renewal,2025-06-05T17:29:00Z,2025-06-05T19:22:00Z,1,7,3,relationship,The information could be clearer.
R002461,C000765,service,2025-06-05T19:00:00Z,2025-06-05T20:56:00Z,1,8,3,experience,The information could be clearer.
R002462,C000383,service,2025-06-05T20:31:00Z,2025-06-05T21:20:00Z,1,4,3,experience,I needed more than one contact.
R002463,C000652,renewal,2025-06-05T22:02:00Z,2025-06-06T00:30:00Z,1,9,4,relationship,The response was quick.
R002464,C000369,support,2025-06-05T23:33:00Z,2025-06-06T01:09:00Z,1,4,3,resolution,The information could be clearer.
R002465,C002279,service,2025-06-06T01:04:00Z,2025-06-20T01:50:00Z,2,6,5,experience,The response was quick.
R002466,C000730,onboarding,2025-06-06T02:35:00Z,2025-06-06T04:06:00Z,1,10,4,information,The waiting time affected the experience.
R002467,C000143,onboarding,2025-06-06T04:06:00Z,2025-06-06T06:28:00Z,1,8,4,access,The response was quick.
R002468,C001748,service,2025-06-06T05:37:00Z,2025-06-06T05:56:00Z,1,5,3,experience,I needed more than one contact.
R002469,C001507,support,2025-06-06T07:08:00Z,2025-06-06T08:35:00Z,1,6,4,communication,The response was quick.
R002470,C000456,onboarding,2025-06-06T08:39:00Z,2025-06-06T09:22:00Z,1,10,4,information,I needed more than one contact.
R002471,C001092,support,2025-06-06T10:10:00Z,2025-06-06T12:19:00Z,1,7,3,resolution,The information could be clearer.
R002472,C002367,support,2025-06-06T11:41:00Z,2025-06-06T12:07:00Z,1,3,4,resolution,I needed more than one contact.
R002473,C001850,service,2025-06-06T13:12:00Z,2025-06-06T14:49:00Z,1,7,5,experience,The information could be clearer.
R002474,C000599,onboarding,2025-06-06T14:43:00Z,2025-06-06T15:51:00Z,1,7,5,information,The response was quick.
R002475,C002356,support,2025-06-06T16:14:00Z,2025-06-06T18:06:00Z,1,5,4,communication,Everything worked as expected.
R002476,C001263,service,2025-06-06T17:45:00Z,2025-06-06T20:27:00Z,1,10,4,experience,The waiting time affected the experience.
R002477,C001859,service,2025-06-06T19:16:00Z,2025-06-06T21:16:00Z,1,9,5,experience,The information could be clearer.
R002478,C002134,support,2025-06-06T20:47:00Z,2025-06-06T21:33:00Z,1,6,2,communication,Everything worked as expected.
R002479,C001549,support,2025-06-06T22:18:00Z,2025-06-06T22:54:00Z,1,7,3,communication,Everything worked as expected.
R002480,C001602,service,2025-06-06T23:49:00Z,2025-06-07T00:22:00Z,1,8,5,experience,The information could be clearer.
R002481,C000157,onboarding,2025-06-07T01:20:00Z,2025-06-07T02:45:00Z,1,4,5,information,The information could be clearer.
R002482,C001597,service,2025-06-07T02:51:00Z,2025-06-21T02:55:00Z,2,7,3,experience,The response was quick.
R002483,C000606,service,2025-06-07T04:22:00Z,2025-06-07T06:51:00Z,1,7,3,experience,The waiting time affected the experience.
R002484,C000913,renewal,2025-06-07T05:53:00Z,2025-06-07T08:37:00Z,1,6,3,value,The waiting time affected the experience.
R002485,C001867,service,2025-06-07T07:24:00Z,2025-06-07T10:02:00Z,1,6,2,experience,The waiting time affected the experience.
R002486,C000402,onboarding,2025-06-07T08:55:00Z,2025-06-07T10:28:00Z,1,6,5,information,I needed more than one contact.
R002487,C001236,onboarding,2025-06-07T10:26:00Z,2025-06-07T12:13:00Z,1,8,2,access,The information could be clearer.
R002488,C000589,support,2025-06-07T11:57:00Z,2025-06-07T13:23:00Z,1,5,3,communication,Everything worked as expected.
R002489,C001689,onboarding,2025-06-07T13:28:00Z,2025-06-07T14:38:00Z,1,9,4,access,Everything worked as expected.
R002490,C002175,service,2025-06-07T14:59:00Z,2025-06-07T15:56:00Z,1,7,5,experience,The waiting time affected the experience.
R002491,C001759,renewal,2025-06-07T16:30:00Z,2025-06-07T16:43:00Z,1,6,2,relationship,Everything worked as expected.
R002492,C001430,service,2025-06-07T18:01:00Z,2025-06-07T18:11:00Z,1,7,3,schedule,I needed more than one contact.
R002493,C000364,service,2025-06-07T19:32:00Z,2025-06-07T20:15:00Z,1,8,5,schedule,I needed more than one contact.
R002494,C001087,renewal,2025-06-07T21:03:00Z,2025-06-07T21:35:00Z,1,8,4,relationship,Everything worked as expected.
R002495,C000867,support,2025-06-07T22:34:00Z,2025-06-07T23:39:00Z,1,7,4,communication,Everything worked as expected.
R002496,C001239,onboarding,2025-06-08T00:05:00Z,2025-06-08T01:14:00Z,1,10,5,information,I needed more than one contact.
R002497,C001597,onboarding,2025-06-08T01:36:00Z,2025-06-08T01:48:00Z,1,7,4,information,The waiting time affected the experience.
R002498,C001405,renewal,2025-06-08T03:07:00Z,2025-06-08T04:55:00Z,1,4,4,relationship,Everything worked as expected.
R002499,C001673,renewal,2025-06-08T04:38:00Z,2025-06-22T04:59:00Z,2,6,4,relationship,Everything worked as expected.
R002500,C002373,renewal,2025-06-08T06:09:00Z,2025-06-08T07:37:00Z,1,7,4,relationship,Everything worked as expected.
R002501,C001031,renewal,2025-06-08T07:40:00Z,2025-06-08T07:53:00Z,1,6,4,value,I needed more than one contact.
